agent_id,persona_base,persona_mixture,income_monthly,housing_ratio,wtp_monthly,bed_need,sf_pref_low,sf_pref_high,floor_pref,noise_tol,elasticity,cultural_fit,availability_month,style_words,amenity_rank
A0088,young_pro,"{'young_pro': 0.384, 'grad_student_intl': 0.134, 'affluent_couple': 0.22, 'med_resident': 0.181, 'retired_urbanite': 0.081}",4760.0,0.3,1471,1,530,714,med,med,0.92,0.59,4,"['calm', 'minimal', 'classic']","['roof_deck', 'quiet_zone', 'in_unit_laundry']"
A0089,young_pro,"{'young_pro': 0.3, 'grad_student_intl': 0.25, 'affluent_couple': 0.237, 'med_resident': 0.113, 'retired_urbanite': 0.1}",9616.0,0.28,2822,1,450,661,low,med,0.85,0.63,6,"['warm_wood', 'matte_black', 'soft_light']","['24hr_access', 'in_unit_laundry', 'roof_deck']"
A0090,grad_student_intl,"{'young_pro': 0.266, 'grad_student_intl': 0.286, 'affluent_couple': 0.243, 'med_resident': 0.092, 'retired_urbanite': 0.114}",7277.0,0.277,1980,1,567,716,med,high,0.75,0.62,3,"['warm_wood', 'minimal', 'soft_light']","['gym', 'wifi', 'concierge']"
A0091,grad_student_intl,"{'young_pro': 0.294, 'grad_student_intl': 0.299, 'affluent_couple': 0.185, 'med_resident': 0.14, 'retired_urbanite': 0.082}",8736.0,0.272,2302,1,417,648,med,low,0.86,0.75,1,"['matte_black', 'minimal', 'modern_lux']","['gym', 'bike_storage', 'roof_deck']"
A0092,affluent_couple,"{'young_pro': 0.225, 'grad_student_intl': 0.263, 'affluent_couple': 0.274, 'med_resident': 0.149, 'retired_urbanite': 0.089}",8289.0,0.297,2532,1,644,854,low,med,1.05,0.73,2,"['modern_lux', 'minimal', 'calm']","['laundry_shared', 'gym', 'study_lounge']"
A0093,young_pro,"{'young_pro': 0.29, 'grad_student_intl': 0.284, 'affluent_couple': 0.165, 'med_resident': 0.148, 'retired_urbanite': 0.115}",6297.0,0.265,1649,1,666,813,med,med,0.86,0.63,2,"['minimal', 'warm_wood', 'budget_friendly']","['24hr_access', 'laundry_shared', 'gym']"
A0094,young_pro,"{'young_pro': 0.307, 'grad_student_intl': 0.271, 'affluent_couple': 0.159, 'med_resident': 0.174, 'retired_urbanite': 0.089}",8090.0,0.291,2463,1,637,843,med,high,0.78,0.43,2,"['minimal', 'budget_friendly', 'warm_wood']","['community_room', 'roof_deck', 'accessibility']"
A0095,grad_student_intl,"{'young_pro': 0.236, 'grad_student_intl': 0.281, 'affluent_couple': 0.174, 'med_resident': 0.239, 'retired_urbanite': 0.07}",7926.0,0.324,2494,1,538,689,high,med,0.9,0.72,4,"['minimal', 'soft_light', 'warm_wood']","['study_lounge', 'laundry_shared', 'package_room']"
A0096,young_pro,"{'young_pro': 0.267, 'grad_student_intl': 0.247, 'affluent_couple': 0.245, 'med_resident': 0.146, 'retired_urbanite': 0.095}",8151.0,0.281,2307,2,468,596,low,med,1.03,0.65,2,"['soft_light', 'matte_black', 'warm_wood']","['package_room', 'in_unit_laundry', 'roof_deck']"
A0097,young_pro,"{'young_pro': 0.335, 'grad_student_intl': 0.256, 'affluent_couple': 0.215, 'med_resident': 0.128, 'retired_urbanite': 0.066}",11280.0,0.282,3034,2,503,735,med,high,0.99,0.78,3,"['warm_wood', 'art_display', 'calm']","['in_unit_laundry', 'gym', 'accessibility']"
A0098,young_pro,"{'young_pro': 0.309, 'grad_student_intl': 0.235, 'affluent_couple': 0.186, 'med_resident': 0.171, 'retired_urbanite': 0.099}",3815.0,0.292,1135,0,418,666,low,med,1.02,0.58,6,"['warm_wood', 'compact', 'budget_friendly']","['accessibility', 'gym', 'roof_deck']"
A0099,grad_student_intl,"{'young_pro': 0.258, 'grad_student_intl': 0.307, 'affluent_couple': 0.231, 'med_resident': 0.083, 'retired_urbanite': 0.12}",8854.0,0.276,2450,2,575,677,low,low,1.13,0.88,1,"['compact', 'task_lighting', 'modern_lux']","['roof_deck', 'in_unit_laundry', 'accessibility']"
A0100,young_pro,"{'young_pro': 0.311, 'grad_student_intl': 0.256, 'affluent_couple': 0.22, 'med_resident': 0.122, 'retired_urbanite': 0.091}",8569.0,0.324,2853,1,680,840,high,high,0.81,0.54,2,"['budget_friendly', 'warm_wood', 'minimal']","['bike_storage', 'concierge', 'gym']"
A0101,young_pro,"{'young_pro': 0.316, 'grad_student_intl': 0.214, 'affluent_couple': 0.214, 'med_resident': 0.15, 'retired_urbanite': 0.108}",8622.0,0.313,2661,2,577,790,high,low,1.0,0.83,1,"['non_slip', 'soft_light', 'soft_brightness']","['24hr_access', 'elevator_proximity', 'laundry']"
A0102,young_pro,"{'young_pro': 0.313, 'grad_student_intl': 0.215, 'affluent_couple': 0.195, 'med_resident': 0.137, 'retired_urbanite': 0.139}",8475.0,0.261,2237,1,545,717,med,low,0.87,0.61,1,"['modern_lux', 'warm_wood', 'compact']","['community_room', 'wifi', 'study_lounge']"
A0103,young_pro,"{'young_pro': 0.371, 'grad_student_intl': 0.196, 'affluent_couple': 0.184, 'med_resident': 0.154, 'retired_urbanite': 0.095}",8727.0,0.26,2177,0,517,759,high,low,1.03,0.51,2,"['soft_light', 'minimal', 'warm_wood']","['bike_storage', 'gym', 'roof_deck']"
A0104,young_pro,"{'young_pro': 0.339, 'grad_student_intl': 0.232, 'affluent_couple': 0.162, 'med_resident': 0.143, 'retired_urbanite': 0.124}",12402.0,0.26,3284,1,645,782,high,low,0.99,0.42,1,"['calm_tone', 'matte_black', 'soft_light']","['gym', 'package_room', 'in_unit_laundry']"
A0105,young_pro,"{'young_pro': 0.357, 'grad_student_intl': 0.229, 'affluent_couple': 0.186, 'med_resident': 0.152, 'retired_urbanite': 0.077}",8286.0,0.283,2309,1,537,710,low,low,0.97,0.57,3,"['warm_wood', 'soft_brightness', 'non_slip']","['in_unit_laundry', 'wifi', 'study_lounge']"
A0106,young_pro,"{'young_pro': 0.307, 'grad_student_intl': 0.253, 'affluent_couple': 0.204, 'med_resident': 0.171, 'retired_urbanite': 0.065}",10590.0,0.282,2943,1,426,642,med,med,1.02,0.8,2,"['minimal', 'modern_lux', 'warm_wood']","['in_unit_laundry', 'quiet_zone', 'concierge']"
A0107,young_pro,"{'young_pro': 0.353, 'grad_student_intl': 0.225, 'affluent_couple': 0.187, 'med_resident': 0.154, 'retired_urbanite': 0.081}",6030.0,0.282,1762,1,518,700,med,med,0.86,0.71,2,"['soft_light', 'minimal', 'matte_black']","['bike_storage', 'roof_deck', 'package_room']"
A0108,young_pro,"{'young_pro': 0.367, 'grad_student_intl': 0.261, 'affluent_couple': 0.174, 'med_resident': 0.09, 'retired_urbanite': 0.107}",6660.0,0.298,1900,0,473,631,low,low,0.92,0.69,2,"['classic', 'warm_wood', 'soft_brightness']","['roof_deck', 'community_room', 'gym']"
A0109,young_pro,"{'young_pro': 0.304, 'grad_student_intl': 0.171, 'affluent_couple': 0.215, 'med_resident': 0.102, 'retired_urbanite': 0.208}",8905.0,0.263,2330,2,601,823,med,med,1.12,0.24,2,"['calm_tone', 'warm_wood', 'soft_brightness']","['roof_deck', 'package_room', 'laundry_shared']"
A0110,young_pro,"{'young_pro': 0.33, 'grad_student_intl': 0.239, 'affluent_couple': 0.165, 'med_resident': 0.199, 'retired_urbanite': 0.068}",7841.0,0.32,2448,1,503,770,low,low,1.22,0.69,2,"['matte_black', 'warm_wood', 'task_lighting']","['concierge', 'gym', 'study_lounge']"
A0111,affluent_couple,"{'young_pro': 0.288, 'grad_student_intl': 0.206, 'affluent_couple': 0.29, 'med_resident': 0.126, 'retired_urbanite': 0.09}",8229.0,0.261,2125,1,455,661,low,med,0.95,0.68,4,"['task_lighting', 'budget_friendly', 'calm_tone']","['24hr_access', 'in_unit_laundry', 'elevator_proximity']"
A0112,young_pro,"{'young_pro': 0.327, 'grad_student_intl': 0.267, 'affluent_couple': 0.121, 'med_resident': 0.183, 'retired_urbanite': 0.103}",8938.0,0.305,2817,0,622,802,high,low,1.02,0.5,1,"['warm_wood', 'art_display', 'non_slip']","['study_lounge', 'elevator_proximity', 'gym']"
A0113,young_pro,"{'young_pro': 0.311, 'grad_student_intl': 0.268, 'affluent_couple': 0.184, 'med_resident': 0.145, 'retired_urbanite': 0.091}",4256.0,0.301,1290,2,577,708,high,low,1.06,0.49,1,"['calm_tone', 'soft_light', 'art_display']","['package_room', 'gym', 'bike_storage']"
A0114,young_pro,"{'young_pro': 0.42, 'grad_student_intl': 0.222, 'affluent_couple': 0.134, 'med_resident': 0.138, 'retired_urbanite': 0.087}",6982.0,0.251,1744,0,425,582,high,med,0.85,0.59,8,"['soft_light', 'minimal', 'budget_friendly']","['package_room', 'roof_deck', 'study_lounge']"
A0115,young_pro,"{'young_pro': 0.291, 'grad_student_intl': 0.279, 'affluent_couple': 0.255, 'med_resident': 0.086, 'retired_urbanite': 0.089}",4395.0,0.262,1181,2,472,686,low,high,0.9,0.85,3,"['soft_light', 'modern_lux', 'art_display']","['gym', 'package_room', 'in_unit_laundry']"
A0116,grad_student_intl,"{'young_pro': 0.204, 'grad_student_intl': 0.339, 'affluent_couple': 0.195, 'med_resident': 0.169, 'retired_urbanite': 0.093}",5840.0,0.31,1801,1,649,874,low,low,0.99,0.43,2,"['minimal', 'task_lighting', 'matte_black']","['wifi', 'study_lounge', 'quiet_zone']"
A0117,young_pro,"{'young_pro': 0.345, 'grad_student_intl': 0.248, 'affluent_couple': 0.197, 'med_resident': 0.146, 'retired_urbanite': 0.064}",8524.0,0.282,2349,0,458,606,med,low,0.82,0.53,2,"['soft_light', 'calm_tone', 'calm']","['roof_deck', 'in_unit_laundry', 'bike_storage']"
A0118,young_pro,"{'young_pro': 0.313, 'grad_student_intl': 0.266, 'affluent_couple': 0.178, 'med_resident': 0.138, 'retired_urbanite': 0.106}",9767.0,0.256,2483,1,498,664,high,med,1.12,0.79,4,"['minimal', 'budget_friendly', 'soft_brightness']","['gym', 'roof_deck', 'elevator_proximity']"
A0119,young_pro,"{'young_pro': 0.324, 'grad_student_intl': 0.187, 'affluent_couple': 0.274, 'med_resident': 0.126, 'retired_urbanite': 0.089}",8360.0,0.299,2472,1,627,784,low,med,0.9,0.53,2,"['matte_black', 'art_display', 'calm_tone']","['study_lounge', 'gym', 'concierge']"
A0120,grad_student_intl,"{'young_pro': 0.23, 'grad_student_intl': 0.24, 'affluent_couple': 0.233, 'med_resident': 0.223, 'retired_urbanite': 0.074}",7932.0,0.316,2451,1,487,691,med,low,1.12,0.53,5,"['soft_light', 'task_lighting', 'minimal']","['accessibility', '24hr_access', 'roof_deck']"
A0121,young_pro,"{'young_pro': 0.276, 'grad_student_intl': 0.276, 'affluent_couple': 0.163, 'med_resident': 0.157, 'retired_urbanite': 0.128}",6486.0,0.263,1688,2,508,694,med,low,1.13,0.6,1,"['soft_brightness', 'soft_light', 'calm_tone']","['concierge', 'roof_deck', 'gym']"
A0122,grad_student_intl,"{'young_pro': 0.255, 'grad_student_intl': 0.328, 'affluent_couple': 0.18, 'med_resident': 0.117, 'retired_urbanite': 0.12}",5365.0,0.298,1561,0,454,663,med,low,0.95,0.4,2,"['compact', 'task_lighting', 'matte_black']","['concierge', 'elevator_proximity', 'study_lounge']"
A0123,grad_student_intl,"{'young_pro': 0.268, 'grad_student_intl': 0.271, 'affluent_couple': 0.174, 'med_resident': 0.122, 'retired_urbanite': 0.166}",9828.0,0.259,2552,1,681,919,med,low,0.97,0.62,6,"['soft_light', 'non_slip', 'minimal']","['elevator_proximity', 'gym', 'package_room']"
A0124,young_pro,"{'young_pro': 0.321, 'grad_student_intl': 0.291, 'affluent_couple': 0.127, 'med_resident': 0.191, 'retired_urbanite': 0.069}",8866.0,0.327,2763,1,470,602,med,med,0.84,0.4,2,"['matte_black', 'minimal', 'art_display']","['package_room', '24hr_access', 'gym']"
A0125,young_pro,"{'young_pro': 0.314, 'grad_student_intl': 0.17, 'affluent_couple': 0.216, 'med_resident': 0.189, 'retired_urbanite': 0.111}",9126.0,0.255,2230,1,457,638,med,low,0.98,0.73,2,"['art_display', 'soft_light', 'warm_wood']","['wifi', 'study_lounge', 'gym']"
A0126,young_pro,"{'young_pro': 0.299, 'grad_student_intl': 0.26, 'affluent_couple': 0.214, 'med_resident': 0.154, 'retired_urbanite': 0.073}",10813.0,0.252,2763,2,412,601,low,med,1.0,0.59,1,"['soft_light', 'warm_wood', 'modern_lux']","['bike_storage', '24hr_access', 'gym']"
A0127,young_pro,"{'young_pro': 0.315, 'grad_student_intl': 0.312, 'affluent_couple': 0.133, 'med_resident': 0.139, 'retired_urbanite': 0.101}",8360.0,0.274,2262,2,550,770,low,low,0.9,0.93,3,"['matte_black', 'warm_wood', 'art_display']","['roof_deck', 'quiet_zone', 'laundry']"
A0128,young_pro,"{'young_pro': 0.284, 'grad_student_intl': 0.244, 'affluent_couple': 0.141, 'med_resident': 0.17, 'retired_urbanite': 0.161}",5631.0,0.275,1525,0,496,669,low,low,0.85,0.63,1,"['budget_friendly', 'task_lighting', 'art_display']","['roof_deck', 'gym', 'bike_storage']"
A0129,young_pro,"{'young_pro': 0.285, 'grad_student_intl': 0.255, 'affluent_couple': 0.177, 'med_resident': 0.204, 'retired_urbanite': 0.078}",6230.0,0.326,1981,1,529,653,med,med,1.17,0.79,1,"['soft_light', 'task_lighting', 'warm_wood']","['laundry_shared', 'concierge', 'gym']"
A0130,grad_student_intl,"{'young_pro': 0.24, 'grad_student_intl': 0.291, 'affluent_couple': 0.214, 'med_resident': 0.135, 'retired_urbanite': 0.12}",6490.0,0.322,2132,2,573,739,med,low,1.13,0.39,8,"['classic', 'soft_light', 'non_slip']","['roof_deck', 'laundry_shared', 'gym']"
A0131,young_pro,"{'young_pro': 0.417, 'grad_student_intl': 0.283, 'affluent_couple': 0.131, 'med_resident': 0.086, 'retired_urbanite': 0.084}",4517.0,0.326,1404,1,528,755,med,low,0.91,0.57,2,"['warm_wood', 'minimal', 'modern_lux']","['bike_storage', 'roof_deck', 'package_room']"
A0132,grad_student_intl,"{'young_pro': 0.265, 'grad_student_intl': 0.285, 'affluent_couple': 0.168, 'med_resident': 0.135, 'retired_urbanite': 0.148}",7035.0,0.275,1954,3,672,894,high,high,1.03,0.64,1,"['non_slip', 'matte_black', 'task_lighting']","['package_room', 'laundry_shared', 'roof_deck']"
A0133,young_pro,"{'young_pro': 0.348, 'grad_student_intl': 0.233, 'affluent_couple': 0.234, 'med_resident': 0.111, 'retired_urbanite': 0.074}",6759.0,0.267,1732,1,587,732,med,low,0.95,0.86,10,"['task_lighting', 'soft_light', 'minimal']","['gym', 'package_room', 'concierge']"
A0134,young_pro,"{'young_pro': 0.335, 'grad_student_intl': 0.221, 'affluent_couple': 0.198, 'med_resident': 0.11, 'retired_urbanite': 0.135}",7263.0,0.254,1759,1,577,765,med,med,0.95,0.34,6,"['minimal', 'soft_brightness', 'art_display']","['study_lounge', 'accessibility', 'wifi']"
A0135,young_pro,"{'young_pro': 0.302, 'grad_student_intl': 0.235, 'affluent_couple': 0.213, 'med_resident': 0.155, 'retired_urbanite': 0.094}",7252.0,0.273,2052,2,768,899,med,med,0.87,0.74,2,"['soft_light', 'warm_wood', 'art_display']","['elevator_proximity', '24hr_access', 'gym']"
A0136,young_pro,"{'young_pro': 0.283, 'grad_student_intl': 0.251, 'affluent_couple': 0.255, 'med_resident': 0.16, 'retired_urbanite': 0.051}",4397.0,0.326,1498,1,631,798,med,low,0.97,0.68,1,"['non_slip', 'compact', 'minimal']","['package_room', 'in_unit_laundry', 'concierge']"
A0137,young_pro,"{'young_pro': 0.278, 'grad_student_intl': 0.271, 'affluent_couple': 0.198, 'med_resident': 0.155, 'retired_urbanite': 0.097}",6918.0,0.261,1786,1,738,908,med,low,1.03,0.82,4,"['compact', 'modern_lux', 'warm_wood']","['laundry_shared', 'package_room', '24hr_access']"
A0138,young_pro,"{'young_pro': 0.292, 'grad_student_intl': 0.219, 'affluent_couple': 0.245, 'med_resident': 0.133, 'retired_urbanite': 0.11}",6855.0,0.315,2164,1,616,780,high,low,0.94,0.7,1,"['non_slip', 'soft_light', 'warm_wood']","['laundry', 'gym', 'quiet_zone']"
A0139,young_pro,"{'young_pro': 0.323, 'grad_student_intl': 0.275, 'affluent_couple': 0.195, 'med_resident': 0.132, 'retired_urbanite': 0.075}",4916.0,0.256,1215,1,603,709,med,med,1.09,0.6,1,"['modern_lux', 'budget_friendly', 'soft_light']","['roof_deck', 'elevator_proximity', 'gym']"
A0140,grad_student_intl,"{'young_pro': 0.215, 'grad_student_intl': 0.219, 'affluent_couple': 0.154, 'med_resident': 0.218, 'retired_urbanite': 0.194}",8364.0,0.294,2571,1,650,855,high,low,0.99,0.51,1,"['calm', 'warm_wood', 'non_slip']","['elevator_proximity', 'study_lounge', 'accessibility']"
A0141,young_pro,"{'young_pro': 0.32, 'grad_student_intl': 0.221, 'affluent_couple': 0.186, 'med_resident': 0.136, 'retired_urbanite': 0.136}",9418.0,0.284,2676,0,544,688,low,med,0.98,0.4,1,"['warm_wood', 'matte_black', 'calm_tone']","['roof_deck', 'quiet_zone', 'gym']"
A0142,young_pro,"{'young_pro': 0.277, 'grad_student_intl': 0.24, 'affluent_couple': 0.12, 'med_resident': 0.206, 'retired_urbanite': 0.156}",7656.0,0.255,1994,2,538,701,med,low,1.04,0.61,1,"['non_slip', 'minimal', 'calm_tone']","['laundry_shared', 'gym', 'elevator_proximity']"
A0143,young_pro,"{'young_pro': 0.304, 'grad_student_intl': 0.27, 'affluent_couple': 0.189, 'med_resident': 0.127, 'retired_urbanite': 0.11}",8350.0,0.278,2388,2,588,745,high,low,1.04,0.56,3,"['soft_light', 'soft_brightness', 'warm_wood']","['study_lounge', 'laundry_shared', 'community_room']"
A0144,young_pro,"{'young_pro': 0.314, 'grad_student_intl': 0.21, 'affluent_couple': 0.221, 'med_resident': 0.128, 'retired_urbanite': 0.127}",8514.0,0.307,2488,2,609,805,high,high,0.89,0.9,1,"['non_slip', 'classic', 'minimal']","['roof_deck', 'study_lounge', 'concierge']"
A0145,young_pro,"{'young_pro': 0.268, 'grad_student_intl': 0.26, 'affluent_couple': 0.149, 'med_resident': 0.18, 'retired_urbanite': 0.143}",7516.0,0.258,1979,1,615,822,high,high,1.08,0.49,3,"['soft_light', 'soft_brightness', 'warm_wood']","['in_unit_laundry', 'accessibility', 'quiet_zone']"
A0146,young_pro,"{'young_pro': 0.328, 'grad_student_intl': 0.195, 'affluent_couple': 0.203, 'med_resident': 0.22, 'retired_urbanite': 0.053}",7843.0,0.256,2033,1,628,828,med,med,0.91,0.64,1,"['art_display', 'warm_wood', 'minimal']","['laundry', 'quiet_zone', 'wifi']"
A0147,grad_student_intl,"{'young_pro': 0.219, 'grad_student_intl': 0.273, 'affluent_couple': 0.253, 'med_resident': 0.171, 'retired_urbanite': 0.084}",7347.0,0.284,2120,1,517,662,high,med,0.92,0.36,4,"['minimal', 'soft_light', 'calm']","['roof_deck', 'bike_storage', 'gym']"
A0148,young_pro,"{'young_pro': 0.312, 'grad_student_intl': 0.282, 'affluent_couple': 0.134, 'med_resident': 0.185, 'retired_urbanite': 0.087}",8529.0,0.299,2570,1,501,763,med,med,1.02,0.52,3,"['warm_wood', 'calm_tone', 'compact']","['gym', 'concierge', 'wifi']"
A0149,young_pro,"{'young_pro': 0.294, 'grad_student_intl': 0.22, 'affluent_couple': 0.294, 'med_resident': 0.119, 'retired_urbanite': 0.073}",6125.0,0.283,1805,0,514,774,high,med,1.0,0.64,1,"['soft_light', 'budget_friendly', 'warm_wood']","['gym', 'concierge', 'wifi']"
A0150,grad_student_intl,"{'young_pro': 0.291, 'grad_student_intl': 0.306, 'affluent_couple': 0.191, 'med_resident': 0.135, 'retired_urbanite': 0.077}",4701.0,0.272,1298,2,484,604,med,med,1.13,0.71,4,"['task_lighting', 'warm_wood', 'calm_tone']","['study_lounge', 'in_unit_laundry', 'laundry_shared']"
A0151,grad_student_intl,"{'young_pro': 0.26, 'grad_student_intl': 0.337, 'affluent_couple': 0.21, 'med_resident': 0.102, 'retired_urbanite': 0.091}",2819.0,0.276,743,1,468,690,med,med,0.94,0.81,2,"['task_lighting', 'calm', 'budget_friendly']","['roof_deck', 'gym', '24hr_access']"
A0152,young_pro,"{'young_pro': 0.324, 'grad_student_intl': 0.235, 'affluent_couple': 0.226, 'med_resident': 0.124, 'retired_urbanite': 0.091}",7568.0,0.275,1983,2,436,571,med,med,1.06,0.59,5,"['art_display', 'matte_black', 'non_slip']","['gym', 'study_lounge', 'wifi']"
A0153,young_pro,"{'young_pro': 0.322, 'grad_student_intl': 0.253, 'affluent_couple': 0.221, 'med_resident': 0.109, 'retired_urbanite': 0.095}",9417.0,0.272,2535,1,647,750,high,low,0.97,0.43,2,"['soft_light', 'matte_black', 'minimal']","['gym', 'in_unit_laundry', 'roof_deck']"
A0154,young_pro,"{'young_pro': 0.281, 'grad_student_intl': 0.247, 'affluent_couple': 0.198, 'med_resident': 0.184, 'retired_urbanite': 0.09}",6529.0,0.255,1744,1,609,759,med,high,0.99,0.66,3,"['warm_wood', 'minimal', 'soft_light']","['package_room', 'gym', 'in_unit_laundry']"
A0155,grad_student_intl,"{'young_pro': 0.253, 'grad_student_intl': 0.279, 'affluent_couple': 0.162, 'med_resident': 0.219, 'retired_urbanite': 0.087}",6930.0,0.318,2283,2,658,822,low,low,0.93,0.66,2,"['non_slip', 'minimal', 'classic']","['community_room', 'concierge', 'in_unit_laundry']"
A0156,young_pro,"{'young_pro': 0.282, 'grad_student_intl': 0.229, 'affluent_couple': 0.211, 'med_resident': 0.201, 'retired_urbanite': 0.077}",10330.0,0.317,3318,1,635,775,med,med,0.97,0.66,1,"['art_display', 'soft_light', 'modern_lux']","['in_unit_laundry', 'gym', 'quiet_zone']"
A0157,young_pro,"{'young_pro': 0.302, 'grad_student_intl': 0.198, 'affluent_couple': 0.242, 'med_resident': 0.127, 'retired_urbanite': 0.131}",5617.0,0.29,1688,2,577,719,high,low,0.94,0.49,2,"['minimal', 'classic', 'warm_wood']","['in_unit_laundry', 'community_room', 'roof_deck']"
A0158,grad_student_intl,"{'young_pro': 0.245, 'grad_student_intl': 0.256, 'affluent_couple': 0.218, 'med_resident': 0.153, 'retired_urbanite': 0.128}",4710.0,0.293,1419,0,586,796,med,med,0.89,0.76,3,"['minimal', 'classic', 'task_lighting']","['24hr_access', 'in_unit_laundry', 'quiet_zone']"
A0159,young_pro,"{'young_pro': 0.296, 'grad_student_intl': 0.252, 'affluent_couple': 0.178, 'med_resident': 0.235, 'retired_urbanite': 0.04}",6835.0,0.325,2188,1,412,621,med,med,1.22,0.6,1,"['budget_friendly', 'warm_wood', 'soft_light']","['wifi', 'in_unit_laundry', 'bike_storage']"
A0160,grad_student_intl,"{'young_pro': 0.261, 'grad_student_intl': 0.298, 'affluent_couple': 0.173, 'med_resident': 0.16, 'retired_urbanite': 0.108}",9954.0,0.278,2849,2,646,828,low,med,0.89,0.69,1,"['soft_light', 'minimal', 'art_display']","['concierge', 'study_lounge', 'package_room']"
